question_id,question_content,question_language,question_topic,question_user_country_code,question_sent,translated_en
3856857,E bihiimba ki kisonga mabunu mixe short,nyn,bean,ug,2017-11-22 17:52:33+00:00,It is sung by the actress Mabunu Mixe short.
3856864,S  je wakati ng'ombe anakuamgonjwa na hiyo husababisha kuwa ng'ombe haoni nje dawa n ipi ?,swa,cattle,ke,2017-11-22 17:52:37+00:00,"When a cow gets sick and that causes it to become a cow, isn't it just a cure?"
3856915,E Obuyambi  Nabaninyenda  Kuriisa Enkoko  5o  Ninziha  Kiro  Zingahi  Zakyakyu   Burizoba.?,nyn,chicken,ug,2017-11-22 17:53:06+00:00,E Help and Help  Feeding the chicken 5o Ninziha Kiro Zingah Zakyakyu Burizoba.?
3856925,E  dairy goat  nerira aha acres zingahi,nyn,goat,ug,2017-11-22 17:53:10+00:00,Dairy goats are grown on many acres.
3856957,E ninyenda kuhinga emondi kasese embibo nungi neeha?,nyn,,ug,2017-11-22 17:53:30+00:00,Do I want to buy a diamond in the rough?
3856979,E Omwani gwagye gurimu obukoko nimbasa kukozesa mubazi ki?,nyn,coffee,ug,2017-11-22 17:53:42+00:00,"In order for the Son of Man to save the lives of animals, what kind of tool should I use?"
3857000,E.Nikozesa mubazi guha kwita akakooko ka coffee twig borer omumusiri gw'omumwani-Alex ibanda,nyn,,ug,2017-11-22 17:53:53+00:00,E.I'm using a bus to give a call to the akakooko for coffee twig borer.
3857003,E ninyenda kutunga enkoko nkorenta,nyn,chicken,ug,2017-11-22 17:53:54+00:00,I'd like to build a chicken coop.
3857012,Q:is kinyesi cha kuku a chakula cha samaki?,swa,fish,ke,2017-11-22 17:53:58+00:00,Q: is chicken pie a fish meal?
3857012,Q:is kinyesi cha kuku a chakula cha samaki?,swa,poultry,ke,2017-11-22 17:53:58+00:00,Q: is chicken pie a fish meal?
3857030,E.M0SIAS NIBUZA NYINE ENTE EGWIRE 0KUKWEKA EBIGERE K0SESE MUBAZIKI ABARISA MUPABURE GARUKAMU NA 4G AHAKUTADIKA K0BUTUMWA.,nyn,cattle,ug,2017-11-22 17:54:06+00:00,E.M.S.I.A.S. ASKED THE NEW WORK WHAT EBIGER K0SESE MUSICS SELLER is the most widely used 4G broadcasting system in the world.
3857047,E ENKOOKO EZA AMAHURI NOZITUGA OTA NDI KYEGEGYWA,nyn,chicken,ug,2017-11-22 17:54:16+00:00,Enoch's story is based on the life and teachings of Adam and Eve.
3857075,E KIKI EKIWOTOSA ENYANYA ERA DAGALAKI ELIYIZA OKUNYAMBA KUEKYO?,lug,tomato,ug,2017-11-22 17:54:32+00:00,What is Equivocating Unity in the Age of the Elderly?
3857086,e nkandi nyine ekisharara harimu amaizi migi nimbasa kuhigamu ki? mwebare,nyn,,ug,2017-11-22 17:54:39+00:00,"I'm not sure if I'm going to be able to do it, but I'm not going to be able to do it, I'm not going to be able to do it, I'm not going to be able to do it, I'm not going to be able to do it, I'm not going to be able to do it, I'm not going to be able to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it."
3857100,E Ninyenda Kumanya Embibo Yebicori Erikurahuka Kwera,nyn,maize,ug,2017-11-22 17:54:47+00:00,I have come to know Embibo Yebicori Erikurahuka Kwera.
3857107,E NIYENDA OKUHINGA ENYANYA,nyn,tomato,ug,2017-11-22 17:54:54+00:00,I'm not going to kill the hatred.
3857108,E KANINYENDA KURISA ENKONKO EZENYANKOLE KANDI ZIKAMPA AMAHURI KWONKA NKOLE NTA?,nyn,chicken,ug,2017-11-22 17:54:54+00:00,Will I be able to use all my friends and get friends from all over the world?
3857109,E Nipinga Wotameroni(watermeron) mugambire okuzikutwaziba zaheza kuranda?,nyn,,ug,2017-11-22 17:54:54+00:00,E Nipinga Wotameroni ( watermeron) and tell me where you're going to find them after they've been attacked?
3857122,E  ninyenda kuhinga ebihimba,nyn,bean,ug,2017-11-22 17:55:00+00:00,And I want to do the same thing.
3857145,"E Orunyakitara oruhikire ekigambo ni ""YEGAITE."" Ndi Bamwanga Donozio owa Buhanda Kitagwenda.",nyn,,ug,2017-11-22 17:55:21+00:00,"In Orunyakitara the word is ""YEGAITE"". It is Bamwanga Donozio owa Buhanda Kitagwenda."
3857150,E Ofuhirire Omubazi Gwa Tafuga Ndi Muramuzi Ibanda,nyn,,ug,2017-11-22 17:55:27+00:00,He is known as the assistant to the governor and the judge Ibanda.
3857167,E# Ninye Ssanyu Clemensia  kuruga Ibanda   nimbuuza naba ninyenda kuhinga karoti nitandika nta?,nyn,carrot,ug,2017-11-22 17:55:42+00:00,I asked if I wanted to grow carrots and start a new one.
3857215,E JACKSON NIMBUZA SEASON YOBUTWIGO EBIHIMBA MBISHOHORE EBIRO BINGAHI?,nyn,bean,ug,2017-11-22 17:56:14+00:00,E.JACKSON NIMBUZA SEASON YOBUTWIGO EBIHIMBA MBISHOHORE EBIRO BINGAHI was born in what?
3857244,E Kaninyenda embibo zobusaza nkazihahi?,nyn,cowpea,ug,2017-11-22 17:56:31+00:00,Can't you just walk away from a woman's wedding?
3857257,E nimbuza nyine emiyembe yangye nejunda yaza kuhisa mbwenu nkoreki?,nyn,mango,ug,2017-11-22 17:56:40+00:00,Are you going to ask me to cook my eggs and beef for you?
3857285,"E eibunza akikwatirine nokuhinga ebihiba,ebikyori,omwani,ebinyobwa.",nyn,coffee,ug,2017-11-22 17:56:58+00:00,"Eibanda is associated with drunkenness, drunkenness, drunkenness, and drunkenness."
3857285,"E eibunza akikwatirine nokuhinga ebihiba,ebikyori,omwani,ebinyobwa.",nyn,bean,ug,2017-11-22 17:56:58+00:00,"Eibanda is associated with drunkenness, drunkenness, drunkenness, and drunkenness."
3857287,E  waba  oine  muhogo  erikukokota  amoya?,nyn,cassava,ug,2017-11-22 17:56:59+00:00,Did you become one of the heroes who attracted the soul?
3857297,S. JE NIKITAKA NAEZA TUMIA EKARI MOJA MATENGANE TUPU.,swa,,ke,2017-11-22 17:57:05+00:00,S. J. NIKITAKA NAEZA is the only one who has ever lived.
3857319,E Munsoboore Ahampinga Ye Bikyori,nyn,,ug,2017-11-22 17:57:17+00:00,E Munsoboore Ahampinga Ye Bikyori is the leader of the party.
3857325,E NTANDIKIREHO OKURISA ENKOKO OBWAHATI NYINE ENKOKO 20 TINKUMANYA NKOREKI AHAKUBA HARIMU EZIRIKURYA AMAHURI MWEBARE!,nyn,chicken,ug,2017-11-22 17:57:19+00:00,"And the beginning of the end of the 20th century, the beginning of the 20th century, the beginning of the 20th century, the beginning of the 20th century, the beginning of the 20th century, the beginning of the 20th century, and the end of the 20th century, the beginning of the 20th century, the beginning of the 20th century, the beginning of the 20th century."
3857327,E Ninye enkoko zirwire ebihizi,nyn,chicken,ug,2017-11-22 17:57:20+00:00,And the chickens are going to feed on the grass.
3857350,E ekikoko kakyamara ebicoli hamu nebitoke byange nkole nta,nyn,maize,ug,2017-11-22 17:57:41+00:00,E ekikoko kakyamara ebicoli hamu nebitoke byange nkole is not
3857368,s  kuku  wangu  wawili  wana  tega  kwa  siku moja   mayai   mbili  mbili  je  iko   sawa,swa,poultry,ke,2017-11-22 17:57:53+00:00,My two chickens lay two eggs in one day.
3857379,E  RUBAKUUBA   ALFRED  EKYARO  BURUNGA   EKIBUZO   ENGOHA   OMUNTE   KEREMIRE   KETAKUFA?,nyn,,ug,2017-11-22 17:57:56+00:00,Is it possible for a man to die of a broken heart?
3857389,E Ndi Kamukama Emmanuel ninyenda kutandika kurisa enkoko ezenyama ninyetengaki naki kutandika.,nyn,chicken,ug,2017-11-22 17:58:09+00:00,I'm Mr. Emmanuel and I want to start raising chickens with meat.
3857405,E nimbuza okuwaku basa kureberera enkoko zamahuri ninye  Tumwine Dismas Ibanda.,nyn,chicken,ug,2017-11-22 17:58:20+00:00,"He asked me what the job was to look after the chickens of one family, Tumwine Dismas Ibanda."
3857433,E ekibuzo ninyenda ngu mungambire ebika bye nyanya jackson rubanda,nyn,tomato,ug,2017-11-22 17:58:40+00:00,"The question is, what do you want to say about his grandmother jackson rubanda?"
3857444,E mbuza ahabutunda kansigire obutunda bukaguma nibukweka amapapa nkorenta mwebare munonga,nyn,goat,ug,2017-11-22 17:58:49+00:00,And the goat that produced the goat's fruit ended up with the pope's coronary fever.
3857444,E mbuza ahabutunda kansigire obutunda bukaguma nibukweka amapapa nkorenta mwebare munonga,nyn,passion-fruit,ug,2017-11-22 17:58:49+00:00,And the goat that produced the goat's fruit ended up with the pope's coronary fever.
3857458,"E..NINYENDAKUBUZA,NINDISHA,EMPUNU,MUMPABURE,OKUNAKUBASHAKUGIRISHAGYE,MWEBAREMUNONGA",nyn,pig,ug,2017-11-22 17:58:57+00:00,"E. I will ask you, I will ask you, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer, I will answer."
3857476,E.ensawo ya green paper yameka emasaka.,lug,,ug,2017-11-22 17:59:07+00:00,E.lugensawo of green paper was tested in the mail.
3857509,E WABA NOYEDA EBIBO YENYANYA NOGIFUNA OTA NYOWE NDI  BUNYAGABU DISTRICT,nyn,tomato,ug,2017-11-22 17:59:23+00:00,What's the point of having a hateful relationship with you and the Bunyagabu District?
3857524,"E mbuza ahabuhinji. Ntoreinwe Hakiim,omu'ishariro ntara kamwenge",nyn,goat,ug,2017-11-22 17:59:36+00:00,"Don't be fooled by Hakiim, you're not going to drink."
3857526,E ninye Tweheyo Nimbuza ngu ebihimba nibigura zingahi mwebare kungarukamu,nyn,bean,ug,2017-11-22 17:59:37+00:00,I'm the one who asked you how many times you've had to go back to the drawing board.
3857545,Q nimbaramutsya abahingi batahibangye hati nimpinga ebicoori konka tinyine katare nkoleki?,nyn,maize,ug,2017-11-22 17:59:52+00:00,"Q. What is the meaning of the words ""I am against the devil"" in the words of the Bible?"
3857553,E Nimpinga omuceri konka ningubagaza 2 4d nguhoha nomwatta rwanga kufa.nimbasa kunkozesa mubaziiki?,nyn,rice,ug,2017-11-22 17:59:56+00:00,I am against the omuceri but I have 2 4d power and my father is dying.can you use me in a fight?
3857567,E Nabanimbuza Ntungire Embuzi Mbwenu Omukwezi Zikabire Nizitunga Omubazi Emirundi Engahi?,nyn,goat,ug,2017-11-22 18:00:10+00:00,How many times do I have to make a goat in a month?
3857575,"E Naba Ninyenda Orwezo Rw'amajana N'omwani Ahasente Zahansi Nirushangwa Nkahi, Kandi Sente Zingahi?",nyn,tea,ug,2017-11-22 18:00:18+00:00,Do I walk around with hundreds of dollars and hundreds of dollars and how much money and how much?
3857575,"E Naba Ninyenda Orwezo Rw'amajana N'omwani Ahasente Zahansi Nirushangwa Nkahi, Kandi Sente Zingahi?",nyn,coffee,ug,2017-11-22 18:00:18+00:00,Do I walk around with hundreds of dollars and hundreds of dollars and how much money and how much?
3857593,E  NIMBUZA NIMWIZA  RYARI BITTOMA  TUKABAREBA,nyn,,ug,2017-11-22 18:00:29+00:00,I've been waiting for you to come up with something new.
3857631,"S,je Naweza Uziwa Kuku Wa Tano Wa Kienyeji Na Gradi",swa,chicken,ke,2017-11-22 18:00:49+00:00,"S,I can milk the fifth chicken of Kienyeji Na Gradi."
3857631,"S,je Naweza Uziwa Kuku Wa Tano Wa Kienyeji Na Gradi",swa,poultry,ke,2017-11-22 18:00:49+00:00,"S,I can milk the fifth chicken of Kienyeji Na Gradi."
3857637,NABA NINYENDA KUHINGA EBICOORI NITANDIKA ITA,nyn,maize,ug,2017-11-22 18:00:52+00:00,"Whether or not I'm going to make a profit or not, I'm thankful for my father."
3857644,E  ahabwakyi ebihimba ebwomukyishambu tibirikwera nkebwomurutookye ebwomurutookye nibwera munonga?,nyn,bean,ug,2017-11-22 18:00:56+00:00,Why do you think that all the animals in the world are not able to learn from each other?
3857658,E Ndyomuhingi webicooli ne bihimba mbwenu sizoni egi mbyare ryari?,nyn,bean,ug,2017-11-22 18:01:02+00:00,When is the breeding season for the drug and alcohol addict?
3857675,S dawa gani hutumiwa kuzuia wadudu kwa French beans,swa,,ke,2017-11-22 18:01:11+00:00,What medicines are used to prevent pests in French beans?
3857677,E  kenya embeyi yebihimba,nyn,bean,ug,2017-11-22 18:01:11+00:00,"In Kenya, there is an abundance of wildlife."
3857716,"E Ndi Omuhingi Wentura,water Melon, Nintwazanta",nyn,watermelon,ug,2017-11-22 18:01:36+00:00,"She is the daughter of Wentura, Water Melon, and Nintwazanta."
3857750,E okuhinga orutookye manure nogitamu ota kandi bwireki?,nyn,,ug,2017-11-22 18:01:55+00:00,"What is the relationship between manure and manure, and what is the relationship between manure and manure?"
3857847,E   MUGISHA   SURAYIMANI    NDUMUYINZI   WAKABEGI   NENYANYA,nyn,tomato,ug,2017-11-22 18:02:42+00:00,Moses was a prophetic prophet and a prophetic prophetess.
3857880,S dawa gani unayochang'anya na chakula cha vifaranga ili uvipe vikiwa bado n vichanga.,swa,chicken,ke,2017-11-22 18:03:43+00:00,What kind of medicine do you mix with chicken food so that chickens are still young?
3857893,E Kandi akatandaro kobutunda kashemerire kuba futi zingahi munyambe,nyn,passion-fruit,ug,2017-11-22 18:03:45+00:00,E And a six-pointed star deserves to be how many feet in height.
3857908,wefarm s mayai ni shilingi kapi,swa,,ke,2017-11-22 18:03:48+00:00,Wefarm's eggs and shilling caps.
3857936,S: mahali pakafu unaeza panda bengu gani?,swa,,ke,2017-11-22 18:04:09+00:00,Q: Where in the world do you find the panda penguin?
3857956,S: mahali pakafu unaeza panda bengu gani?,swa,,ke,2017-11-22 18:04:31+00:00,Q: Where in the world do you find the panda penguin?
3857986,E Nimubazi ki ogunkubasa kuhereza ente yaba neyurukana kandi nihereza gukwingana ki? ndi kalemesa.,nyn,cattle,ug,2017-11-22 18:05:26+00:00,"Nimbasi is the one who has to serve until he is dead, and I am the one who has to serve until I am dead."
3858019,E Omubazi Gwa Water meloni Zaba Zikyirito Niguha?,nyn,watermelon,ug,2017-11-22 18:05:57+00:00,What about the watermelon that is known as the watermelon?
3858023,E NTUNGIRE EZOKI KWONKA TINKUMANYA KUZIREBERERA.,nyn,bee,ug,2017-11-22 18:06:02+00:00,And we're all going to have to look at ourselves.
3858040,E Nipiga Ebicoori Biheka Ekicori Kimwe Kandi Ninyenda Ekiheka Bibiri Koreki,nyn,maize,ug,2017-11-22 18:06:33+00:00,I'm playing the bible with one hand and I'm walking with two hands.
3858062,wefarm s nitapata wapi mpuzi wa maziwa,swa,goat,ke,2017-11-22 18:07:17+00:00,We've got a dairy farm where we can get milk.
3858078,E     omuzono  nigubaho  buri  rwakangahi,nyn,,ug,2017-11-22 18:07:34+00:00,E omuzono nigubaho in the back of the room.
3858081,E Nimbuza ebiihimba birungi.byembibo nimbihahi,nyn,bean,ug,2017-11-22 18:07:39+00:00,E Nimbuza what good things are.byembibo nimbihahi
3858084,"E.NDI,ENOCK NIMBASHABA KUMUMPABURA EMBUZI ZANGYE ZIRWIRE AMATU GAINE NKEBIIHERE NKOZESE MUBAZIKI?",nyn,goat,ug,2017-11-22 18:07:45+00:00,"E.N.DI,ENOCK NIMBASHABA is trying to steal my cars from me."
3858085,E.Nyime Ente Buriezooba Nehindura Ahakuekumwa,nyn,cattle,ug,2017-11-22 18:07:49+00:00,E.Nyime Ente Buriezooba and Ahakuekumwa were replaced.
3858100,Obutunda Bwangye Nibwoma Omutwe Nkoreki,nyn,passion-fruit,ug,2017-11-22 18:08:28+00:00,Obutunda Bwangye I'm afraid of the head Nkoreki
3858106,E AMAZIINA JOSEPH NAKOZESA GREEN OGARNIC MANURE TABIRASUBA KUGWARA MUGARUKEMU 0702605731,nyn,,ug,2017-11-22 18:08:42+00:00,E AMAZINA JOSEPH NAKOZESA GREEN OGARNIC MANURE TABIRASUBA to work in the field 0702605731
3858142,E  Muhogo Yange Kanekokota Amababi Nkorekyi?,nyn,cassava,ug,2017-11-22 18:09:41+00:00,Do you think my grandfather would be able to get away with it?
3858145,"Ningependa kuuliza, ukitaka kufuga ng'ombe ya frieshian, nini yenye inafaa nianze nayo? Mimi ni mkulima MICHAEL WEGESA OMUNG'ALA.",swa,cattle,ke,2017-11-22 18:09:46+00:00,"I'd like to ask you, if you want to own a frieshian cow, what's the best thing to do with it?"
3858188,E Konkashi Omuntabire omwe nimbashakutamu nobutunda?,nyn,passion-fruit,ug,2017-11-22 18:11:01+00:00,E Konkashi Omuntabire who I have met with nobutunda?
3858219,s.niulize swali,swa,,ke,2017-11-22 18:12:09+00:00,s.niulize the question.
3858225,E Nimbuza embuzi zangye zine embihizi nkoreki,nyn,goat,ug,2017-11-22 18:12:43+00:00,E Nimbuza the other goats with four horns.
3858228,S nikiwa na 2000 nawesa nunuwa nini ili niamkekivyasara.,swa,,ke,2017-11-22 18:12:52+00:00,It was established in the year 2000 and it is now known as Niamkekivyasara.
3858239,S.JIBU KWA TATU UNAWEZA KUCHAGUWA YANAYO KUPENDZA NDIYO ULIME,swa,,ke,2017-11-22 18:13:32+00:00,S.I.P.S. THREE THINGS you can choose between love and love.
3858254,"S,Monea inawekwa aje mimea coz nilieka miti ikachoma??",swa,tree,ke,2017-11-22 18:14:03+00:00,"S,Moneya is also used to make plants because I let the trees burn??"
3858254,"S,Monea inawekwa aje mimea coz nilieka miti ikachoma??",swa,plant,ke,2017-11-22 18:14:03+00:00,"S,Moneya is also used to make plants because I let the trees burn??"
3858256,E ndi ivan obutunda bwangye burwire yello nikiretwaki?,nyn,passion-fruit,ug,2017-11-22 18:14:04+00:00,What about Ivan who sells bwangye burwire yello nikiretwaki?
3858266,"E   Nobasakwezunisaki  kwitakanyagobwa  erikurya ebikyori,ebihimba ¤  eminyomayemitumba?",nyn,bean,ug,2017-11-22 18:14:40+00:00,"Did they not praise you for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth, for the kindness of your mouth?"
3858283,E nindeba ebihimba bigwire ebeyi kiresiweki?,nyn,bean,ug,2017-11-22 18:15:11+00:00,Is there a way to make it to the kitchen?
3858295,E ESHUNDO NEYITTA ENTE,nyn,cattle,ug,2017-11-22 18:15:40+00:00,And ESHUNDO NEYITTA ENTE is the name of the game.
3858305,E  embuzi yangye enyirukana nkagihaki ekyakugitambira?,nyn,goat,ug,2017-11-22 18:15:59+00:00,And what kind of goat will run away to receive you?
3858306,E # OMWANI WARWINIKA GUKIRIMUTO  KIHIKIRE?,nyn,coffee,ug,2017-11-22 18:16:00+00:00,What about the #WOMAN WARWINIKA GUKIRIMUTO KIKIRE?
3858308,E Ahabwenki Enjoki Zaaba Zombekirwegye Zitakuterwa Njura Nizigyenda Kandi Okaakoraki Kureeba Ngu Watunga Ezindi Bwanyi Yeziwaba Oyine Omukihumi Zamara Kugyeenda??,nyn,bee,ug,2017-11-22 18:16:05+00:00,E Ahabwenki Enjoki Zaaba Zombekirwegye Zakatakushita Njura Nizigigyenda and Okaakoraki Kureeba By the Builder What is Yeziwaba Oyine the One Hundred Zamara Going?
3858309,"E HAZA HARIHO OKURISA ,EZOKI",nyn,bee,ug,2017-11-22 18:16:08+00:00,"It's not the end of the world, Ezoki."
3858319,"E  Obusiisi  Obukutemba Omwani  Bukaza Nomumizi Yagwo Bukatekamu Obukoko Bukakwata Aha Moya Ninkozesa Mubazi Ki,",nyn,cowpea,ug,2017-11-22 18:16:38+00:00,"E Obusiisi Obukumu  Another Bukaza and his boss Bukatekamu Boku no Name of the Soul using the Mubazi Ki,"
3858319,"E  Obusiisi  Obukutemba Omwani  Bukaza Nomumizi Yagwo Bukatekamu Obukoko Bukakwata Aha Moya Ninkozesa Mubazi Ki,",nyn,coffee,ug,2017-11-22 18:16:38+00:00,"E Obusiisi Obukumu  Another Bukaza and his boss Bukatekamu Boku no Name of the Soul using the Mubazi Ki,"
3858328,wefarm s mahalikani kunahuza mayai shiliki ishirini na tano,swa,,ke,2017-11-22 18:17:02+00:00,Wefarm s mahalikani connects the chick eggs ishirini and tano.
3858355,E ninkoranta naba nimpinga ebihimba nebicori kureba ngu byayeragye?,nyn,maize,ug,2017-11-22 18:18:18+00:00,Do I have the right to remain silent when I am trying to find out what happened?
3858355,E ninkoranta naba nimpinga ebihimba nebicori kureba ngu byayeragye?,nyn,bean,ug,2017-11-22 18:18:18+00:00,Do I have the right to remain silent when I am trying to find out what happened?
3858377,E Nyine Obutunda Ebirabyo Nibiragarika Nkoreki,nyn,passion-fruit,ug,2017-11-22 18:19:37+00:00,"It is the fruit of the tree of life, Nibiragarika Nkoreki."
3858378,E Amataka tigakushana omukweza nabwekyo ronda ekichweka ohiige omwani ahandi ohiigemu orutookye.,nyn,coffee,ug,2017-11-22 18:19:37+00:00,E Amataka tigakushana oizuka nabweko around what it is like to go to another place where it is like to go to another place.
3858418,E  EMONDI  KUBABUKA  KORESE  MUBAZI  KI,nyn,,ug,2017-11-22 18:21:12+00:00,"It's the end of the world as we know it, the end of the world as we know it, the end of the world as we know it, the end of the world as we know it, the end of the world as we know it, the end of the world as we know it."
3858421,Ng'ombe wangu nilipandisha na Ai haikushika hikahitaji ndume kwa Mara ya pili  nikarukisha je nikipandish Mara nyingini hitashika,swa,napier-grass,ke,2017-11-22 18:21:16+00:00,I raised my cow and Ai didn't even need a goat for the second Mara.
3858421,Ng'ombe wangu nilipandisha na Ai haikushika hikahitaji ndume kwa Mara ya pili  nikarukisha je nikipandish Mara nyingini hitashika,swa,guava,ke,2017-11-22 18:21:16+00:00,I raised my cow and Ai didn't even need a goat for the second Mara.
3858421,Ng'ombe wangu nilipandisha na Ai haikushika hikahitaji ndume kwa Mara ya pili  nikarukisha je nikipandish Mara nyingini hitashika,swa,cattle,ke,2017-11-22 18:21:16+00:00,I raised my cow and Ai didn't even need a goat for the second Mara.
3858422,Ninyenda kuhinga ebicoori. Ninye.Namara Judith.Okuruga,nyn,maize,ug,2017-11-22 18:21:24+00:00,I'm going to plant ebicoori.I'm going to.Namara Judith.Okuruga.
3858432,E  WABA OYINE EITAKA RYAWE ORIKUHIINGA HAKAHWAMU EKIRIISA NOKIGARURAMU OTA.,nyn,,ug,2017-11-22 18:21:50+00:00,"It is the Father who gives His life to the world, who gives life to the world."
3858479,E ITWE ABA ISINGIRO MUTUTEREYO BRACH AMAZINA MIRRO KIZIITO,nyn,,ug,2017-11-22 18:24:15+00:00,We are the singers of MUTUTUTEREYO BRACH AMAZINE MIRRO KIZIITO
3858510,E Okuhinga enyanya nitwazanta?,nyn,tomato,ug,2017-11-22 18:25:59+00:00,What is the meaning of life?
3858513,E Wahinga Enyanya Zikababuka Notamu Mubaziki,nyn,tomato,ug,2017-11-22 18:26:11+00:00,E Wahinga friends are born Notamu Mubaziki.
3858515,E Ebitakuri Kwera Kurungi Nibitwara bwire Kyi?,nyn,sweet-potato,ug,2017-11-22 18:26:11+00:00,What is the best place to live and what is the best place to live?
3858518,E ekibuzo nimbuza enyanya nizimara obwire burikwinganaki aha bendi jackson rubanda.,nyn,tomato,ug,2017-11-22 18:26:16+00:00,"The question is, what is the name of the band, bandit jackson rubanda?"
3858563,E Watermelon Zabanizana ebijuma nibijunda nikiretwaki?,nyn,watermelon,ug,2017-11-22 18:28:28+00:00,E Watermelon Zabanizana for two weeks and three hundred days?
3858565,E mungambire ebika bibiri (2) bye nyanya ebirashoga munonga ?.,nyn,tomato,ug,2017-11-22 18:28:39+00:00,Can you tell me two (2) dishes that are made of ebirashoga munonga?
3858606,E;  OBUYAMBI;  ninye mugambire omubazi gwokujimusa emondi?,nyn,,ug,2017-11-22 18:30:55+00:00,E; OBUYAMBI; who will tell the coach to shoot the emondi?
3858607,S ndege wanakula mahindi yangu yakiwa shambani .je nifanyeje kuwafukuza na kuyasaidia mahindi yangu?,swa,bird,ke,2017-11-22 18:31:02+00:00,The plane is growing my corn on the farm.How can I drive them out and help my corn?
3858607,S ndege wanakula mahindi yangu yakiwa shambani .je nifanyeje kuwafukuza na kuyasaidia mahindi yangu?,swa,maize,ke,2017-11-22 18:31:02+00:00,The plane is growing my corn on the farm.How can I drive them out and help my corn?
3858625,E ENKARI Y'OBUME NETAMBAKI?,nyn,rabbit,ug,2017-11-22 18:32:04+00:00,And what is the cost of the unemployment rate?
3858680,E Ndyomugyi Obume Konoshaga Nikiragura Amatu Nikiretwakyi,nyn,rabbit,ug,2017-11-22 18:35:33+00:00,E Ndyomugyi Obume Konoshaga Nikiragura Amatu Nikiretwakyi is also known as Nikiretwakyi.
3858690,E Enyanya nizimeragye zikihisya okurabyazirabyakubimunonga nikiretwakii,nyn,tomato,ug,2017-11-22 18:36:06+00:00,E Enyanya nizimeragye zikihisya okurabyazirabyakubimunonga nikiretwakii is the name of the game.
3858695,E ENYANYA NIBAZIHINGA RWANRI KWENZI KI?,nyn,tomato,ug,2017-11-22 18:36:33+00:00,What is the meaning of baptism of the Holy Spirit?
3858706,s. ni tomato gani nzuri yakupanda?,swa,,ke,2017-11-22 18:37:07+00:00,Q. Which tomatoes are best to plant?
3858730,s kuku kuishi baridi uo n ugonjwa upi,swa,poultry,ke,2017-11-22 18:38:23+00:00,The chicken's ability to live in the cold and with what disease.
3858811,"SWALI 89NINAPATA WAPI MBEGU NZURI YA NDIZI YA KUPIKA?.NIKO KISUMU ,JIBU KWA S94.",swa,plantain,ke,2017-11-22 18:42:27+00:00,"QUESTION 89Where did you get the key to the cupboard?NIKO KISUMU, S94."
3858832,"E Nobaasa ota, kurisa empunu omumyezi mukaga ä6ñ ekaaba yayemire?",nyn,pig,ug,2017-11-22 18:43:18+00:00,Do you want to increase your employee's wages for a month?
3858834,nataka kuanza ukulima,swa,cereal,ke,2017-11-22 18:43:20+00:00,I want to start farming.
3858911,E Ekyikoko Kyemituba Nikyiretwakyi,nyn,,ug,2017-11-22 18:48:27+00:00,E Ekyikoko Kyemituba Nikyiretwakyi is also known as Kyemituba Nikyiretwakyi.
3858969,E NIPINGA EBIHIMBA NANA EBITOKYE,nyn,bean,ug,2017-11-22 18:52:22+00:00,I'm going to make a profit and I'm going to make a profit.
3858979,NATAKA MBUZI YA MAZIWA NTAPATAJE,swa,cereal,ke,2017-11-22 18:52:39+00:00,I'm not sure I'm going to be able to make it through the next few months.
3858979,NATAKA MBUZI YA MAZIWA NTAPATAJE,swa,goat,ke,2017-11-22 18:52:39+00:00,I'm not sure I'm going to be able to make it through the next few months.
3858983,Banda yakupanda kitungu nta tumia mbolea gani na ndawa gani,swa,onion,ke,2017-11-22 18:52:46+00:00,The bandages do not use any fertilizers or medicines.
3858990,"S~NIMEPANDA VIAZI nimetumia D,A,P lakini vimejikunja matawi yote shinda ni nini?",swa,potato,ke,2017-11-22 18:53:01+00:00,"I've used D,A,P, but what do I do with all the branches?"
3859017,"E Omwani Omukuru Ogwa Rubosta, Na Ogwa Rubosta Elite, Omuri Mbarara Oguboneire Niguha Waba Nohinga Aharushozi?",nyn,coffee,ug,2017-11-22 18:55:01+00:00,"E the eldest son of Rubosta, Na Ogwa Rubosta Elite, Omuri Mbarara Oguboneire Niguha became Nohinga Aharushozi?"
3859022,"S Ng'ombe wa frieshia ukimpatia mahitaji yote, anafaa akupe maziwa lita ngapi kwa siku? ni mkulima Michael.",swa,cattle,ke,2017-11-22 18:55:20+00:00,"S Cow of frieshia ukimpatia all needs, is it appropriate to give you how many liters of milk per day? by farmer Michael."
