question_id,clean_text,keywords_found,keyword_categories
3868396,"S. DODO,APPLE,KWAIDAN singer Gani Tamu is also known for his songs.",[],[]
3868457,Do you want to be able to speak fluently in Polish and meet the requirements to be able to speak fluently?,[],[]
3868459,"Is there a way to save the world, and which is the best way?",[],[]
3868483,Q Which leaves or roots?,[],[]
3868501,"What do you think, the most popular girl in the world?",[],[]
3868532,"Q,which is the best way to plant papai?First climbing a nurseries bed or climbing directly?",['plant'],['actions']
3868563,I would like to see a second meeting of the we farm community.,['farm'],['actions']
3868571,"I've seen a lot of people waiting for me to pay school fees, and I've seen a lot of people waiting for me to pay school fees.",[],[]
3868697,"Q,PIPERAZINE is able to tell a donkey to a worm?",[],[]
3868714,Does the pineapple seed come from kivip?,['seed'],['inputs']
3868739,I want to be a chicken and chicken.,['chicken'],['livestock']
3868739,I want to be a chicken and chicken.,['chicken'],['livestock']
3868757,"Mohamed asks what methods are used to sprinkle water on dried plants, tomatoes, etc. Get rid of them?",['water'],['inputs']
3868757,"Mohamed asks what methods are used to sprinkle water on dried plants, tomatoes, etc. Get rid of them?",['water'],['inputs']
3868803,Q Where are the days of your stay?THEO KUTOKA TRANS-NZOIA COUNTY.,[],[]
3868805,E gaite Omwani gwaniguragarika is thirty-two and one-third.,[],[]
3868832,"S katiya beans and soybeans, which are highly protein-rich.",['beans'],['crops']
3868832,"S katiya beans and soybeans, which are highly protein-rich.",['beans'],['crops']
3868871,Do you also want to know the Nazi matumiz and its benefits and zip?,[],[]
3868877,E Yegitte-obuhingi.You are one of the caravans of the Kurunga Kiyebe Rubanda District of Nipinga Omwani.,[],[]
3868888,"I've planted beans, but I don't know what medicine I'm going to use.",['beans'],['crops']
3868912,"I've had my chickens for two years, and I've been working on them for two years.",['chickens'],['livestock']
3868952,Q Where is it sold?,[],[]
3868970,What are you going to do with akifuruto ikoraki?,[],[]
3869000,"Yes, would you like to go to a man with a strong sense of humor and a strong sense of humor?",[],[]
3869041,Q KARI chicks are sold in bungoma?,['chicks'],['livestock']
3869111,What is the condition of the end of the zip?,[],[]
3869186,E Watema Omutuumba Gufiire Nogukora Ota Kutaambira Eyiindi ? Kaandi Omara Obwiire Burikwiinganaki Otakabyiireho Oguundi ?.,[],[]
3869187,Q I have friends who want to write and make them Oraberazenda Atere 0771651980 Ninye Owa Kigarama Omurinyamirama Orabarazende Atere 0771651980 Ninye Owa Kigarama Omurinyamirama Orabarazende Atere 0771651980,[],[]
3869195,From God's Word to the Word of God to the Word of God and the Word of God to DARIAS KAKABARA,[],[]
3869317,E Omwani Gwangye Guroma Obutanji and Niguba Gwatereho in the week of Niburerekyi.,[],[]
3869350,Are there any farmers who say they won't be discharged from the ranch?,[],[]
3869357,Nintanisoki Eri is named after Mahuri Agenkooko and Mbata.,[],[]
3869368,"EENYAZANGYE NIZRAGARA EBIRARYO MUMPABURE Alex KANUNGU KAMBUGA, SUB was born in the south of Nigeria.",[],[]
3869420,"Am I a shepherd of the yoke, and yet do I make good use of your yoke?",[],[]
3869427,"And by WILSON KAMWENGE, I've always wanted to drive a car.",[],[]
3869427,"And by WILSON KAMWENGE, I've always wanted to drive a car.",[],[]
3869458,My goats and goats are thrown out of the house by Kozese Mubazikyi.,[],[]
3869462,This is the new EKYOKO OMURUTOKYE EKYOKUGONGORA EMITUMBA.,[],[]
3869476,What is S Marubaine?,[],[]
3869493,Do I want an apple of my eye to be able to make me feel good about my customer?,[],[]
3869542,"Are you a heavy drinker or a heavy drinker, and how can you be a heavy drinker or a heavy drinker?",[],[]
3869542,"Are you a heavy drinker or a heavy drinker, and how can you be a heavy drinker or a heavy drinker?",[],[]
3869574,"I'm going to drink your booze right now, but don't hold back!",[],[]
3869594,E waugfarm my omucel and you won't be able to get up at 7am to get electricity.,[],[]
3869617,Where is S nitaibata? is simsim's motto.,[],[]
3869629,It's a good remedy to finish the caterpillar by removing the caterpillar.,[],[]
3869689,What if Patrick hadn't thought about it all the time?,[],[]
3869732,"Q,why do I have a long neck so that my eyes are wide open?",[],[]
3869825,Is a goat born without a goat's milk used by a customer to look at a goat's milk?,"['goat', 'milk']","['livestock', 'livestock']"
3869913,Q kahengye kebison,[],[]
3870006,S.naeza finds where the rabbit is.,[],[]
3870077,How strong is the watermelon? how strong is the watermelon? how strong is the watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon? how much watermelon?,[],[]
3870095,S. I'm looking for my chicken that's full of eyes to grow.,"['chicken', 'grow']","['livestock', 'actions']"
3870150,S.naeza where to find ready nested rabbit houses.,[],[]
3870217,Do you know what I'm talking about? I'm asking a lot of young people where you can start to think about someone else.,[],[]
3870259,Cows that are fattening are most likely to suffer from what illness.,[],[]
3870265,E.Nimbuza.ahabwenki.omwani.ogwanasaranda.gwaba.Ebitumbwe.bikuru.nigutandika.kuragarika.Beshumbusha.RukungiriDistrict is located in the district.,[],[]
3870414,A week's worth of money and what medication do you use?,[],[]
3870500,E I'm going to use vanilla to make babies. i'm going to use a pound of vanilla to make them. david owa kiruhura at 0776296606,[],[]
3870522,He is the father of Jobutunda and Negra Zingahi.,[],[]
3870651,E Naaba Nimzisa Ejuura and Bireek are married.,[],[]
3870710,The best way to do this is to make sure that you're able to stay healthy and healthy.,[],[]
3870710,The best way to do this is to make sure that you're able to stay healthy and healthy.,[],[]
3870730,What do weeds and weeds grow after planting?,['grow'],['actions']
3870790,Where are the goats?,[],[]
3870793,"If my baby is a little older, what can I do about it?",[],[]
3870810,"Yes, I'd like to know how to get you to the top of the stairs right now.",[],[]
3870810,"Yes, I'd like to know how to get you to the top of the stairs right now.",[],[]
3870919,How do we know that many of our brothers and sisters are still alive?,[],[]
3870981,Who's going to get the most out of it?,[],[]
3870982,"S, I'd like to know when both of them are.",[],[]
3871031,"S, I'd like to know when you should start preparing the field for the beginning of the year.",['field'],['soil']
3871048,"If I want chicken, where can I get it?",['chicken'],['livestock']
3871159,And when is the best time to plant?,['plant'],['actions']
3871162,E Obuyabi Naba Ninyeda Fatariza Womuruntokye Ningihahi Idi Shallot was born.,[],[]
3871221,E Akatare Kebihimba Karinkahi is also successful even though Omubyebeyi is innocent!,[],[]
3871356,"What is the meaning of the term ""craftsmanship""?",[],[]
3871356,"What is the meaning of the term ""craftsmanship""?",[],[]
3871435,Is it possible for a woman to get into trouble with a goat?,['goat'],['livestock']
3871467,What is the only medicine for Maindi and Msuri?,[],[]
3871471,E Enkooko Zangye Nizinya Amazi Gakwera Nkoreki Mumpabure was born.,[],[]
3871565,How many floors does Enkoko enungi thicken?,[],[]
3871578,E. CHOCOLETY BUSS to increase the speed of travel.,[],[]
3871628,"When a branch burns or dries or burns, what causes it and how can you treat it with what medication?",[],[]
3871651,Kawukaki is responsible for the burning of fossil fuels.,[],[]
3871721,E Entama Yaba eyemire ehakire with how many signs?,[],[]
3871738,"And what makes a goat like a goat that's not a goat, but a goat that's a goat that's a goat that's a goat?",['goat'],['livestock']
3871755,I'm trying to start the process of dealing with myself and other animals.,[],[]
3871755,I'm trying to start the process of dealing with myself and other animals.,[],[]
3871784,"The farms are owned by the owner of the farm and the owner of the farm itself, which is located in the town of Sentshaba Ohabuzi 0787210386 Ronard beithama nyamirama.",['farm'],['actions']
3871784,"The farms are owned by the owner of the farm and the owner of the farm itself, which is located in the town of Sentshaba Ohabuzi 0787210386 Ronard beithama nyamirama.",['farm'],['actions']
3871918,"When he gets up and takes a break from drinking, what do they call it?",[],[]
3871919,E.g. what is a good green paper team?,['green'],['crops']
3871968,"Question for me, who is Julius Kuruga Kamwengye ori nyakachwamba.Tellphone Nb 0785071394",[],[]
3872020,S N P K 17 17 17 Can you root tomatoes without soaking them in a saucepan when there is moisture in the water?,['water'],['inputs']
3872101,Q Is there any evidence that you're doing the right thing?,[],[]
3872114,Is Elijah a goat that breeds doves and where does he get them and what is the price?,['goat'],['livestock']
3872152,I asked to be taught how to grow ducks.,['grow'],['actions']
3872163,E. EBERA. YOBWIRE. ERYETA. KUNUWITU. NOMUSHANA.KYEMAMBA. OMURIDISTRICT. YA. LYANTONDE. NASIGARA. NDIRICHARD.,[],[]
3872195,E Dindas Ekoko Zanje Tinzine Buroro Kureka Ninzeshonda Buri Koko Neshonda Endinzo Ahamikira Ahamikira Feels Shangama is also included.,[],[]
3872195,E Dindas Ekoko Zanje Tinzine Buroro Kureka Ninzeshonda Buri Koko Neshonda Endinzo Ahamikira Ahamikira Feels Shangama is also included.,[],[]
3872205,Didn't my grandparents ever tell me to go down with him?,[],[]
3872205,Didn't my grandparents ever tell me to go down with him?,[],[]
3872271,"E Omuhiingi asked, ""Who would want to spend more money?""",[],[]
3872289,What's the big deal with the newlyweds?,[],[]
3872332,How much buternut seed is enough for 1accre.,['seed'],['inputs']
3872349,S. How can you prevent shocks and thunderstorms?,[],[]
3872399,"For an acre of land where I have planted corn, how much fertilizer will I need to improve my crop?","['corn', 'fertilizer']","['crops', 'inputs']"
3872399,"For an acre of land where I have planted corn, how much fertilizer will I need to improve my crop?","['corn', 'fertilizer']","['crops', 'inputs']"
3872435,What is the meaning of life and death?,[],[]
3872465,S How long does it take for the salt to begin to sprout when it is planted?,[],[]
3872465,S How long does it take for the salt to begin to sprout when it is planted?,[],[]
3872482,E Ebicoori Nibimara Amezi Angahi is one of them.,[],[]
3872572,Did they learn to speak the language of their neighbors?,[],[]
3872574,E LUKENGE INNOCENT LWAKI KASOLI KULLA with your Godlug,[],[]
3872686,How many days after the egg is removed can it be stored?,[],[]
3872700,"S alky,0708569016.",[],[]
3872722,I'm a motherfucker and I'm a motherfucker.,[],[]
3872773,Is there a breed of watermelon and is there a chance of survival across the country?,[],[]
3872843,This is a dog 07224971,[],[]
3872849,E Enyanyazangye zikokosire amoya agarikushpayoya ahamutwe kiresirweki is one of the most important aspects of life.,[],[]
3872850,"Two weeks' worth of money, what food can I feed myself?",['feed'],['inputs']
3872903,The calf is suckling at the age of a few months and needs seeds at the age of a few months.,[],[]
3872911,What do you know about watermelon?,[],[]
3872911,What do you know about watermelon?,[],[]
3872937,How long should a healthy cow lie down and stand?,['cow'],['livestock']
3872950,Who wants the seed?,['seed'],['inputs']
3872980,Which parts of the country are most commonly found in the wild?,[],[]
3872997,Justine asks I want to know how to navigate the answer S34 followed by your answer.,[],[]
3873115,How long is the cookie suitable for?,[],[]
3873150,E muhogo yangye and dragged popes koreki,[],[]
3873182,Are you married?,[],[]
3873195,We'll answer questions and then what's the gift?,[],[]
3873199,How long can you keep the water soaked?,['water'],['inputs']
3873208,What areas do you recommend?,[],[]
3873244,The same goat was moved to Kagiha Mubaziki.,['goat'],['livestock']
3873248,What kind of fertilizer do I use to plant potatoes?,"['plant', 'fertilizer']","['actions', 'inputs']"
3873261,Wefarm is a great supplier of kitungui.,[],[]
3873273,What is the true nature of the serpent's serpent?,[],[]
3873274,Is a dog suitable to live for how many years??,[],[]
3873285,"Q On the Danish farm, what drug can I use to treat pupalilia?",['farm'],['actions']
3873376,What are the factors that cause a baby to lose a tube?,[],[]
3873394,"What is the meaning of the word ""love"" and what is the meaning of the word ""love"" and what is the meaning of the word ""love""?",[],[]
3873396,My corn is made by viwamvi jeshi what will i do now and completely destroyed.,['corn'],['crops']
3873398,"S MY PASSION is burning a flower, why not?",[],[]
3873406,Do you have a life expectancy?,[],[]
3873445,S. niko has two-month-old chicks and they bleed from the sides of the ears.,['chicks'],['livestock']
3873497,"My grandfather had money, but he died and I was going to die.",[],[]
3873497,"My grandfather had money, but he died and I was going to die.",[],[]
3873534,"If Niko and his four dogs are barking up the wrong tree every day and aren't aggressive, how am I supposed to be aggressive?",[],[]
3873543,Do we have an incentive to grow on plants?,['grow'],['actions']
3873552,Euhingi nabuza is a tree that has been grafted or joined with grafted Eitaka rishemerire flavor?,[],[]
3873554,E Wnter Meroni Orabasa Kuzizizi breathing in the heart of Harimu Amizi Zere?,[],[]
3873565,"When my chicken got sick, he went to see a customer.",['chicken'],['livestock']
3873610,The price of the kidunguu is several shillings.,[],[]
3873616,E Ebimba birahisa has begun to grow emikoba ekega then koreki?,['grow'],['actions']
3873671,E.yegette.ente.eyazeireho.eshemereire.believe.months.how much?JOHNSON.K,[],[]
3873692,And I'm going to try to find a new home.,[],[]
3873704,"What kind of medication can infect the parasites that grow corn plants, even if we try to preserve the medication, but it doesn't work?","['corn', 'grow']","['crops', 'actions']"
3873704,"What kind of medication can infect the parasites that grow corn plants, even if we try to preserve the medication, but it doesn't work?","['corn', 'grow']","['crops', 'actions']"
3873714,E.K.K. is a good g.lug paper team.,[],[]
3873720,Where can I find dairy goats?,[],[]
3873728,E LUKENGE INNOCENT KIVAKUKI KASOLI GROWING EBITDA and LWAKI MAWOGO AVUNDA was founded by WASI.,[],[]
3873728,E LUKENGE INNOCENT KIVAKUKI KASOLI GROWING EBITDA and LWAKI MAWOGO AVUNDA was founded by WASI.,[],[]
3873760,How many enimi and how many ahashillings can I make?,[],[]
3873764,What is the best pesticide in sukumawikii?,[],[]
3873782,Q What is the cure for the fever?,[],[]
3873827,S Money Aba 0721316517 Ni Wa Kienyeji Wiki 3 is released.,[],[]
3873830,Where is the sunflower seed planted?,"['seed', 'sunflower']","['inputs', 'crops']"
3873831,It helps me as much as I can to get rid of the external germs of the cattle.,[],[]
3873842,S WEF RM HILIOKO H P NIMNDIKO SIMU Y NGU NIB Y SIZURI 0725402803 is also included.,[],[]
3873848,E MUHONGO OGIHAIGE OJASE OBUHUNG NINYOWE KYALIGONZA .R is also known as OJASE OBUHUNG.,[],[]
3873853,It's a great way to get the most out of your kitchen and bathroom.,[],[]
3873855,Q. How can I get a gun in my house?,[],[]
3873856,"If you want a clean cow, what do you do?",['cow'],['livestock']
3873858,"Q , I have never been to school but I want to dry branches I don't know what kind of skin to use with drugs ,",[],[]
3873873,He is the son of Robert Nngelo Negira Zigahi and Robert Nngelo Negira Zigahi.,[],[]
3873875,Is it possible to deworm an infected animal before the onset of the disease?,['disease'],['disease']
3873965,When Emondi came to light and began to eat the golden apples of obumondi as a means of supporting her mother's cravings for corn?,['corn'],['crops']
3874014,"E Nikiretwaki, which wants to heat up the potatoes and open the potatoes?",[],[]
3874018,How can you protect the Egyptian? 0703459737,[],[]
3874019,"Yes, that you are going to cook rice Notwaaza Ota?",[],[]
3874056,E Nabanimbuza Kuhinga Ebicooli Bikalibwa Ekihuka Nikiretwaki is written by NIWAGABA ANTHONY.,[],[]
3874062,So you're looking for a caterpillar?,[],[]
3874090,I asked how many months the visa expired.,[],[]
3874101,E Ninjajaba does not produce any fruit and does not have the color of the rainbow.,[],[]
3874156,How much money and brains do you have?,[],[]
3874219,"S for my sister Juma, S helped me as much as I could get rid of germs parasites outside of Mifugo.",[],[]
3874243,In the district of Buhweju.,[],[]
3874257,S ALIKA 0710213267 is also available.,[],[]
3874265,EBEI YIBIMBA.SHIRIGYI 800 is the name of the company.,[],[]
3874269,I'm not sure if I'm going to be able to keep up with them.,[],[]
3874272,I'm in Nairobi and now I want to go home and get some sleep and get some sleep.,[],[]
3874272,I'm in Nairobi and now I want to go home and get some sleep and get some sleep.,[],[]
3874276,"If I give my dog too much milk, will he be able to breastfeed?",['milk'],['livestock']
3874281,"E Nikiretwaki, who wanted to heat up the potatoes and open the potatoes?",[],[]
3874286,OBUYABI is an acronym that stands for EKYAHAMIKABA.,[],[]
3874319,"If you want a clean cow, what do you do?",['cow'],['livestock']
3874358,E How long have planting seas survived Noah and how long have they lasted?,[],[]
3874408,"I don't have any money, and I don't have any food I can give you by January at the market.",[],[]
3874424,Q Nomubazi is the kind of person who sleeps and sleeps.,[],[]
3874446,What's a good cornmeal with leafy leaves?,[],[]
3874454,Avocado is the fruit of the most popular part zip humu chin?,[],[]
3874498,What is the name of the medication used to preserve fermented corn?,['corn'],['crops']
3874509,The sound of the muembe sounds when you are breathing.,[],[]
3874525,Enyanya Zenzura Kazandema Nizibabuka The Popes of the Gahwaho Zitakezire Nkorekyi?,[],[]
3874532,I want to know the medicine of yavivaranga.,[],[]
3874582,"He asked Ahabwenkyi Omwangwangwangyegutakushogaa,",[],[]
3874591,It's a great way to improve your health and well-being as well as improve your health and well-being.,[],[]
3874614,I'm going to try to live in the same house and clean up my house.,[],[]
3874631,And I'm going to have to decide whether to live or die.,[],[]
3874632,E OMURI.IBANDA.TUMUKATUHA.ITAGI is the name of the game.,[],[]
3874639,E Goat and three months old Three mth,['goat'],['livestock']
3874655,"E Kabbegi Wazihinga Nimibaziki Eyoshemerily Kufuhiriram Eyogwezo Hamwe Neyobukoko, who is also a writer.",[],[]
3874663,Is the placenta of a cow dying and the growth hormone prostogen in a man's throat?,['cow'],['livestock']
3874670,"You are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one, you are the one.",[],[]
3874678,"When a branch burns and burns, what causes it and how can you treat it?",[],[]
3874681,Nina chicken egg but not five months now. what's the problem? help me do it.,['chicken'],['livestock']
3874682,What am I going to do with my cow?,['cow'],['livestock']
3874704,Please contact us by calling 0771870850 07012627,[],[]
3874706,"Benard asks if a week ago a branch burns and burns, what causes it and what medication can you take to treat it?",[],[]
3874736,"so which is which for spacing cabbage,mara 30cm by 45cm,or 30cm by 60cm,please help me cos i want to plant tomorrow.",['plant'],['actions']
3874736,"so which is which for spacing cabbage,mara 30cm by 45cm,or 30cm by 60cm,please help me cos i want to plant tomorrow.",['plant'],['actions']
3874789,I'm asking a question!What is Grandma known to put in Matunta Shita?And Mahuwa.,[],[]
3874817,"S, cow with warms, how long still.",['cow'],['livestock']
3874833,Are you married?,[],[]
3874838,Is there any other animal like Ezamahuri Ezikugoba Niziha?,[],[]
3874850,The eggs are harvested after 4 months.,['eggs'],['livestock']
3874872,S question Langu Lifikie farmers coffee Niwek fermentation of D.A.P. If left over how many months of coffee to produce flowers?,[],[]
3874879,E Inkabuza Inti Waheza Kufuhiza Liqud Organic Manure Emirudi3 Nomara Obwire Bukwinganaki Ikashuba Ifuhiririramu?Ninye Lauben,[],[]
3874914,"Yes, they walk through hell, but how many of them do they know?",[],[]
3874930,Q. What medicines do you use to relieve pain?,[],[]
3874951,"It is a district of Buhweju Sub Anganju Parish Kyahenda Ninye Byamugisha, Samueri.",[],[]
3874956,Q My cow stood at the table for a week Now I'm trying to give milk.,"['cow', 'milk']","['livestock', 'livestock']"
3874978,"He was able to pick up the scriptures that taught them to eat and drink, and the Egyptian was able to call Barnabas a drunken man.",[],[]
3874985,Q The last question b4 where do I go to go to my grandmother before Ioteshwe?,[],[]
3874989,S I'm a fowl box for chicken in medicine.,['chicken'],['livestock']
3874993,I'm talking about pandas right now.,[],[]
3875024,"S, doesn't a chicken go to bed many times a year?",['chicken'],['livestock']
3875024,"S, doesn't a chicken go to bed many times a year?",['chicken'],['livestock']
3875043,E.NINYENDA.OKUMANYA.HIKA.EMWE.YE.BIKYORI.NERUGAMU.ENSAHO.ZINGAHIHI.This is the first book in the series.,[],[]
3875060,Now I have one and a half.,[],[]
3875061,"QUESTION I've been out of school for a week, but haven't I begun to be eaten by bedbugs, so what do I do to stop these bedbugs?",[],[]
3875097,What about Enkoko Yabaeine oburoro and nokikoreraki?,[],[]
3875109,"What are some good potato seeds to plant this season,","['plant', 'potato']","['actions', 'crops']"
3875123,E Tikwokiri Kwonka is a self-taught social scientist.,[],[]
3875138,What kind of glass does it do on the side of the car?,[],[]
3875144,"S,Visa can be multiplied by the length of the visa.",[],[]
3875185,We are the parents of our children and we are the parents of our children and we are the parents of our children.,[],[]
3875194,S amia joseph tuko matayos so he was born in tarahe 30,[],[]
3875210,E emondi okoma.,[],[]
3875344,What's the worst that could happen to me?,[],[]
3875442,"I've always wanted to do something like this, and I've always wanted to do something like this.",[],[]
3875496,Where is the chicken and the chicken and the corn?,"['chicken', 'corn']","['livestock', 'crops']"
3875533,SUNGURA WHAKHANGA HUANZA comes after a short while.,[],[]
3875806,"Q. You don't have any turkey money, and you don't want to rule over any foreigners?",[],[]
3875837,My coffee is full of insects and pests.,[],[]
3875935,What is a chicken pie supposed to have?,['chicken'],['livestock']
3876048,"Nalima's grandfather had never been with him a low-lying rodent, but you wanted to be with him, didn't he?",[],[]
3876091,I am trying to live my life in harmony with others.,[],[]
3876107,"The Egyptian Armed Forces are the most powerful force in Egypt, and they are the most powerful force in the world.",[],[]
3876174,E Nabaninyenda may be water meroni and yenra may be burikwinganaki.Nasigarandi Micheal Bunena kitagwenda.mwebarekumpabura.,['water'],['inputs']
3876201,"Q. My cow rarely drinks water, would you like to know what the problem is?","['water', 'cow']","['inputs', 'livestock']"
3876242,Q Niko Na Goat's and Chicken's Milk Can I get a buyer?,"['chicken', 'goat', 'milk']","['livestock', 'livestock', 'livestock']"
3876242,Q Niko Na Goat's and Chicken's Milk Can I get a buyer?,"['chicken', 'goat', 'milk']","['livestock', 'livestock', 'livestock']"
3876249,E Emondi Zangye Kuzababukire Nkoreki? is the name of GERALD OWA RUBANDA.,[],[]
3876252,What is the meaning of life and death?,[],[]
3876253,I need to know one thing about my life.,[],[]
3876278,It is against the Omwani Tigukweraje Nkakorakyi Kureeba Gwatandiika Kweraje.,[],[]
3876406,E Nahabwaki Ekikoko Kyebicori ekibuba Kitine Obutuguru Burugi.Nikoraki Nayeda Obutuguru Burugi?.,[],[]
3876417,Question How long will I use my hand to dry the branches and rain?,['rain'],['weather']
3876419,E Enkoko Ezamahuri Nigoba Munoga is also a writer.,[],[]
3876425,I am trying to find a way to save the world.,[],[]
3876426,"If a chicken lays eggs, can you use the technique?","['chicken', 'eggs']","['livestock', 'livestock']"
3876437,Do you want to know if someone is sexually assaulted or sexually assaulted?,[],[]
3876447,What is the meaning of the word ghatakayanagye?,[],[]
3876458,Do you want to know how much money you have and how much money you have?,[],[]
3876466,E. EKIBUZO. KYAJYE. KAHIGA. HIKA. ITANO. ZEBICYORI. AKATARE. NIKIZAKUBA. KEMERIREKATTA. He is also known as the father of the family.,[],[]
3876515,E Nimubazikyi Oguragomosya Goat was born.,['goat'],['livestock']
3876531,"On an acre of land, niharugamu produces as many tons of corn as possible.",['corn'],['crops']
3876532,"What is the meaning of life, and what is the meaning of life, and what is the meaning of life, and what is the meaning of life, and what is the meaning of life, and what is the meaning of life, and what is the meaning of life, and what is the meaning of life, and what is the meaning of life, and what is the meaning of life, and what is the meaning of life, and what is the meaning of life, and what is the meaning of life?",[],[]
3876547,What medication can I use to treat my knee pain?,[],[]
3876547,What medication can I use to treat my knee pain?,[],[]
3876579,Is it better to grow a beanfield in the rain?,"['grow', 'rain']","['actions', 'weather']"
3876589,E.AHABWECI.AHABWECI.BUTUDA.WORK.FUCHUBA.CIRARETWACI.NASIGARA.D.PETER? is that what you want?,[],[]
3876630,And my chicken doesn't have to cook any more cakes.,['chicken'],['livestock']
3876650,E Nahabwaki Ekikonko Kyebicori ekibuba Kitine Obutuguru Burugi.Nikoraki Nayeda Obutuguru Burugi?. is directed by Vicent Mirarikye-kirugu-katerera 0700361438 0783322920,[],[]
3876653,"Q, is there a chicken that lays eggs more than once a day?","['chicken', 'eggs']","['livestock', 'livestock']"
3876653,"Q, is there a chicken that lays eggs more than once a day?","['chicken', 'eggs']","['livestock', 'livestock']"
3876659,E Enkoko Zlug Zirewade Inziwe Dagaraki?,[],[]
3876663,E Kanyine Ebikyori Billionbiheka Kwonkwokwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonkwowonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwonwon,[],[]
3876681,S Why the beans come when the next crop rises.,['beans'],['crops']
3876714,Q Why do I have 500 cookies and 300 eggs so I don't know how to share the market?,['eggs'],['livestock']
3876727,E Ente Yaba and I walked Orugendo Ruraingwa Omwiriisizo Nebura Amate Barnabas was born.,[],[]
3876730,What medication should I give to chickens that give others feathers and grow up?,"['chickens', 'grow']","['livestock', 'actions']"
3876765,Q. What kind of chicken does it chicken more than once a day?,['chicken'],['livestock']
3876765,Q. What kind of chicken does it chicken more than once a day?,['chicken'],['livestock']
3876771,"I am the builder of the yogi and I am also the owner of Erimu Enjoki Eyindaguza Oragyetaga Anterere, Tel 0789430564",[],[]
3876791,"Whether we want to be self-sufficient or self-absorbed, we need to be aware of what is wrong with us, and we need to be aware of what is wrong with us, and we need to be aware of what is wrong with us, and we need to be aware of what is wrong with us, and we need to be aware of what is wrong with us, and we need to be aware of what is wrong with us, and we need to be aware of what is wrong with us.",[],[]
3876808,And Enoch was able to see through the night.,[],[]
3876820,E Nahabwaki Ekikonko Kyebicori Nari ekibuba Kitine Obutuguru Burugi.Nikoraki Nayeda Obutuguru Burugi?. is directed by Vicent Mirarikye-kirugu-katerera 0700361438 078332292,[],[]
3876856,And I will replace them with a furnace that will make the world more beautiful.,[],[]
3876872,"Yes, it's a Sunday morning in Murubanda ruhija nikyikaki kyekonko kiyiyotunga zanguhi to look at and the okafunamu gyuba mwebare",[],[]
3876874,Meat dishes are exported to Nigeria for food security every month.,[],[]
3876881,E Yegitte-obuhingi You are the other servant of Your Servant Dangurebererata.,[],[]
3876958,Q Do you use cow's milk to show signs of diarrhea?,"['cow', 'milk']","['livestock', 'livestock']"
3876971,I'd like to know how to make watermelon.,[],[]
3876973,Ebihimba Hati Nizingahi? by Kyaka North,[],[]
3876979,"And the soybean negura and, in a nutshell,",[],[]
3876997,How can I learn how to ride a carriage in India?,[],[]
3877084,How much does Daina take in preparation?,[],[]
3877159,What is the purpose of purchasing two items for a customer?,[],[]
3877163,"If I'm infected by a rat, will I take the gsni to die?",[],[]
3877163,"If I'm infected by a rat, will I take the gsni to die?",[],[]
